criminal_id,name,age,base_risk_score,age_group,threat_level,total_crimes_committed
796f55a0-953f-4d87-bfbc-ad584aafd144,Matthew Ram,47,78,36-50 (Middle Age),High,14
6e42ecfb-e3c4-48f6-a246-9030b86c77fc,Oeshi Bansal,41,68,36-50 (Middle Age),Medium,10
83231d62-f8a4-44ec-b98c-e39cb7c1e013,Balvan Lanka,36,25,36-50 (Middle Age),Low,9
f64c2a50-097e-4ac5-a87e-d0fdcc3c74fd,Farhan Narasimhan,27,36,26-35 (Adult),Low,7
4dc6be49-5faa-43c3-89fd-af5d8f59a98a,Jhalak Patla,28,36,26-35 (Adult),Low,11
7d3274b4-e8e8-4287-874b-f91e92a45a4b,Ekaja Rajagopalan,38,68,36-50 (Middle Age),Medium,14
353fb642-5101-4b09-9898-2f2b009d32fd,Ekaraj Merchant,41,40,36-50 (Middle Age),Low,17
c89fc68f-c03e-4082-8ba6-f734332750e5,Faris Devi,47,70,36-50 (Middle Age),Medium,8
be8251a9-a822-4c9c-b693-4820636a3dd6,Geetika Mandal,56,28,50+ (Senior),Low,7
82156609-e981-4b90-ab80-ee143dce3dd1,Vanya Agrawal,40,61,36-50 (Middle Age),Medium,12
119b3551-2e37-439a-96fd-c2fac3d6c547,Fariq Sandal,27,37,26-35 (Adult),Low,7
5a7b1d05-2e26-412b-a4b2-046ebb5072ce,Abhimanyu Chawla,46,22,36-50 (Middle Age),Low,14
ab2a273b-a97d-4b0c-95ad-5c2aa8640e01,Amol Rastogi,58,60,50+ (Senior),Medium,7
ffaa8da2-4a4a-454c-8e80-2cc7c1c33a90,Victor Date,29,61,26-35 (Adult),Medium,9
f042044c-7ce6-4129-b458-26299d4e5146,Krishna Hora,26,78,26-35 (Adult),High,10
1d2e99fc-23e7-466c-a49b-ef87793f2770,Devansh Krish,43,18,36-50 (Middle Age),Low,12
893d0479-1e13-4cd8-927b-ab05cc8b10ae,Anamika Dyal,24,73,18-25 (Young Adult),High,10
f9d50b2f-bede-4c64-bb95-a1aa3f72cfa1,Onkar Sidhu,33,64,26-35 (Adult),Medium,6
a5af497d-db5a-4b40-88ee-0693c29d716a,Rayaan Thakkar,31,62,26-35 (Adult),Medium,13
8ea747e1-aa2a-436e-b655-d57f51737405,Tanish Hans,52,62,50+ (Senior),Medium,9
415503b9-daea-4657-b842-257949d366d8,Pavani Pradhan,36,39,36-50 (Middle Age),Low,9
00417cdc-8421-406f-8e17-72f6fd87de2f,Nicholas Ratti,37,47,36-50 (Middle Age),Low,13
5183d499-b7d7-479e-bd33-81e1979db617,Ekalinga Mani,21,62,18-25 (Young Adult),Medium,9
f56a36df-f9c2-4449-9365-bd585b19dd39,Nachiket Kade,49,76,36-50 (Middle Age),High,9
b4bea438-7c81-48f7-8f81-18cb93880ac8,Gaurangi Merchant,59,90,50+ (Senior),Critical,8
67852f3f-0e0b-4598-b01d-22ff50039d64,Ekta Hegde,42,70,36-50 (Middle Age),Medium,11
8668d08b-b8c5-4255-a4a9-2b531d6e1256,Kritika Kale,65,40,50+ (Senior),Low,9
e10bb83a-4e56-4297-a571-20bad27c4b41,Oscar Loke,46,22,36-50 (Middle Age),Low,16
7d363ad3-bd92-42a7-80e8-5e46421b852d,Radha Mammen,34,61,26-35 (Adult),Medium,8
040ce2dd-7567-4db1-905f-bc110d78c6fc,Samaksh Pandey,49,67,36-50 (Middle Age),Medium,7
ba8394ac-c2d7-4243-8fc3-7ec64eab482c,Panini Din,36,36,36-50 (Middle Age),Low,10
1e916335-20d4-49c1-911d-0ddb773cb55f,Zansi Dubey,25,79,18-25 (Young Adult),High,13
f1b5d600-a65a-434b-8931-29505897fa49,Damyanti Basu,38,24,36-50 (Middle Age),Low,16
106629bb-b9ab-4187-b7d8-5d366ffd854e,Mugdha Acharya,58,76,50+ (Senior),High,11
cfce6a81-4566-48ef-8dda-7c1b3bed34fa,Guneet Chopra,44,29,36-50 (Middle Age),Low,8
444c046a-8d43-4a3f-be8a-5ef49cd668dd,Ishaan Sangha,48,32,36-50 (Middle Age),Low,7
5bdc9645-0128-4a96-a013-04306853f11e,Meghana Nagar,56,59,50+ (Senior),Medium,9
89842e5e-f3ff-421a-9d9e-e87eaa537912,Charvi Randhawa,65,67,50+ (Senior),Medium,6
7eeb306f-009e-482a-96f7-85aff69f26d5,Damyanti Puri,26,100,26-35 (Adult),Critical,8
17f3281e-991a-4212-9428-d15b04027936,Caleb Nagi,41,26,36-50 (Middle Age),Low,9
de893733-d745-4967-b090-52eafa033d01,Harish Mander,40,65,36-50 (Middle Age),Medium,9
aba41464-6147-4ee2-a426-49dc67b4985a,Kalpit Choudhry,31,46,26-35 (Adult),Low,10
89d20c9c-600d-42d8-a5e3-84e5d38c3f26,Ishaan Kannan,27,47,26-35 (Adult),Low,12
bce04f89-9b57-487a-ac09-0f28e6dab016,Aarna Dhaliwal,25,62,18-25 (Young Adult),Medium,9
f1a60ff9-3a04-4cf6-a567-1e8c09bc7638,Azaan Bhasin,35,54,26-35 (Adult),Medium,6
6a172489-91cd-43c7-a78f-cf886c2d173a,Darpan Nadig,29,55,26-35 (Adult),Medium,9
16ac0586-9a51-4fb1-8848-4464c744595b,Kavya Kumar,53,73,50+ (Senior),High,12
e69996d9-9c35-4213-9b74-b9b7234f86d2,Advika Mand,36,39,36-50 (Middle Age),Low,7
629c22da-2bcd-4711-9937-dc30422711fe,Watika Modi,35,56,26-35 (Adult),Medium,11
cd08ca83-73b3-4634-9521-ed129d29a8be,Charan Pau,43,45,36-50 (Middle Age),Low,20
69e2f5f0-c121-4c4b-9d58-2e4d6d73b999,Nidhi Solanki,28,36,26-35 (Adult),Low,8
9ddaf175-21e6-4357-b3a7-e1daf40148ab,Urvashi Kurian,28,40,26-35 (Adult),Low,10
80561792-2c21-4358-8b37-d84e1828066f,Ojasvi Mane,33,15,26-35 (Adult),Low,7
ceb53584-2f9f-4aa2-a1e5-5345b0225517,Vincent Narula,31,25,26-35 (Adult),Low,13
75e749fa-178f-41e0-bc05-2e5a39a9c8a0,Laksh Kota,25,42,18-25 (Young Adult),Low,12
58ae403e-e79b-4d27-82f7-23b495ffe280,Megha Sandal,30,40,26-35 (Adult),Low,7
7d985d3b-8af6-45f3-bf6a-a0bb17ebf7ae,Jack Balakrishnan,40,42,36-50 (Middle Age),Low,14
279bf364-c481-4a52-8cf9-c8c0cf5d5fde,Ria Barad,43,49,36-50 (Middle Age),Low,7
5422954d-af71-46f2-b5b7-b16a46878f5d,Arya Deo,27,77,26-35 (Adult),High,10
274f2929-3cd4-4178-8f00-065be489f4fc,Avi Toor,42,53,36-50 (Middle Age),Medium,9
9aefb093-e4ab-43d9-bc17-b47f8a854bd0,Dhruv Nayar,65,21,50+ (Senior),Low,15
7d342da1-be12-4d39-9a98-0fd02f06c349,Indali Gaba,52,48,50+ (Senior),Low,13
4272c3e6-a18c-48e2-b6d2-42aab3459fcd,Finn Gour,27,26,26-35 (Adult),Low,15
98020032-7a96-4390-a316-754f3cda42ba,Isha Padmanabhan,19,86,18-25 (Young Adult),Critical,10
39c29493-49ce-44bb-8cff-b1d7bdfa56f7,Mohammed Luthra,53,41,50+ (Senior),Low,12
d4fd12ca-b54e-48bd-94a5-a79657a759fa,Faqid Joshi,53,44,50+ (Senior),Low,6
8a621bd4-2fc6-4f7b-b6b1-67fd91d3ce62,Sanaya Nagar,54,84,50+ (Senior),Critical,6
aaeea3bb-03ce-456b-a5ab-3e1463542a48,Max Suri,36,74,36-50 (Middle Age),High,19
d9789039-9476-48b5-96ff-14c8833135ea,Bishakha Saran,37,44,36-50 (Middle Age),Low,6
8cabc2a8-0a43-4efa-a059-6c09be4155db,Pranav Gokhale,59,81,50+ (Senior),High,9
69c62423-e205-4334-af74-a1f5ef965d0c,Madhavi Raja,34,55,26-35 (Adult),Medium,7
e08bd658-c25d-4834-939d-a492c77ccff3,Yoshita Ben,24,94,18-25 (Young Adult),Critical,10
34855f68-78d8-4c8c-b60c-454d7eaae340,Nathaniel Sinha,35,8,26-35 (Adult),Low,13
ece92279-f4c0-433c-9643-a13d550925be,Jackson Walia,54,54,50+ (Senior),Medium,11
5248a890-4644-4ba7-a6ed-e9c6da3a3df3,Bahadurjit Mohanty,25,31,18-25 (Young Adult),Low,6
8c29f6d2-2168-4eb9-95bb-9dacae5652cf,Qadim Sharaf,28,39,26-35 (Adult),Low,13
976f6b75-b56b-4e08-a7e0-bbc304cea601,Aarush Behl,53,51,50+ (Senior),Medium,8
5d2be69c-817f-4376-abf9-675ce967427d,Rajeshri Sagar,45,74,36-50 (Middle Age),High,13
d7b5e466-37e0-47c9-b440-73263eca369a,Sanaya Chauhan,31,52,26-35 (Adult),Medium,14
15ad68ed-4d26-49a0-a0b2-b82cc2dd4281,Naveen Savant,27,39,26-35 (Adult),Low,8
834d8e87-cf3b-4d2a-8b3b-5167dd6282c3,Damyanti Merchant,46,36,36-50 (Middle Age),Low,8
d1375270-8cf5-4970-910e-a1fa472ff21a,Wakeeta Chakraborty,29,33,26-35 (Adult),Low,14
75acdb96-d05b-4c61-bf50-d6cf7719ec4a,Waida Sem,27,55,26-35 (Adult),Medium,7
f328d7b8-cee9-4c83-87f7-ff2aa39a22a3,Aahana Handa,44,37,36-50 (Middle Age),Low,13
0df96148-c6f1-40c6-951a-5438feacb25a,Prisha Bhardwaj,45,35,36-50 (Middle Age),Low,7
9040b3bd-5b20-4e81-acea-903e6007ff9d,Vrinda Thakur,34,31,26-35 (Adult),Low,6
24c4eea6-6545-4efb-ad6f-a47084bfc327,Finn Arora,29,48,26-35 (Adult),Low,10
a7bfa32c-e4ae-435f-ae52-f58a8e759a47,Yash Wagle,55,37,50+ (Senior),Low,16
bbe846bf-7305-42d2-a11c-99cf0327bd9a,Jack Bora,45,88,36-50 (Middle Age),Critical,7
06b52aae-3796-40d1-80c3-beb0855a012b,Jonathan Sibal,30,77,26-35 (Adult),High,9
eaf0e546-8173-4fa0-a8d0-f5e965ddbcb1,Chakradev Khalsa,30,27,26-35 (Adult),Low,13
e05b064c-b287-41d5-9842-25a95f64634b,Bina Gole,52,54,50+ (Senior),Medium,6
e7fa56bc-c8c2-4271-84d1-0d670e87a4a7,Faraj Ramesh,29,50,26-35 (Adult),Medium,15
e11a18ca-75a6-494e-9dcd-55aa8beb18f3,Ekanta Mishra,65,49,50+ (Senior),Low,13
0484318b-9c21-494d-8d79-9fbba82a01a0,Xalak Sankaran,32,54,26-35 (Adult),Medium,9
1264d107-c175-4d7b-8d58-672ce17c7d0d,Xalak Kalita,27,41,26-35 (Adult),Low,10
008b63a0-a824-45bb-bf75-a61056f0adc2,Ati Sharaf,25,78,18-25 (Young Adult),High,10
c722582a-7f0c-4fe6-a49a-746655bec099,Sai Jayaraman,29,35,26-35 (Adult),Low,8
7083a78a-c501-4fae-8aae-1e33b1eb8d38,Varenya Tella,52,64,50+ (Senior),Medium,10
1d192193-5364-42a4-963e-f445630c3b96,Rushil Basu,39,51,36-50 (Middle Age),Medium,13
9e8bc163-4f71-48f3-b6ff-782fe957a7af,Samuel Prakash,65,35,50+ (Senior),Low,10
06f6079a-b4f1-400f-b95d-0b298271ae05,Bhavika Toor,24,51,18-25 (Young Adult),Medium,12
1dfad6b8-43a7-4ecc-a1ad-652f7475512c,Saumya Bhatti,42,63,36-50 (Middle Age),Medium,14
26ea887b-9e9b-4331-b13b-d5421f8d7d10,Anvi Dey,22,67,18-25 (Young Adult),Medium,13
f6e2d206-c759-48ee-a625-62d13ee5ab1d,Zayyan Sane,31,56,26-35 (Adult),Medium,7
ec657eae-7612-4c0b-ac8c-8fc537020385,Jackson Mohan,47,67,36-50 (Middle Age),Medium,10
4ff72d0e-a4c1-4a81-8829-68153f609061,Ikbal Chandran,25,24,18-25 (Young Adult),Low,15
98427fc9-aaea-4c68-bef8-d97f394e18ed,Bahadurjit Dasgupta,21,42,18-25 (Young Adult),Low,6
17ea654b-f25b-4383-a5ec-e6d45d594979,Vrishti Wadhwa,31,26,26-35 (Adult),Low,13
edf86029-736e-45c0-801b-9efdf430edbf,Reva Shah,43,27,36-50 (Middle Age),Low,8
9e8d3c72-cd5a-46e8-a012-89a1db079320,Yatin Jain,37,59,36-50 (Middle Age),Medium,6
80379c6b-1531-43a1-a968-2f69481b8f67,Ekiya Saxena,35,17,26-35 (Adult),Low,19
98d92d8b-8f8a-4eac-a1e6-6351941b55f8,Jack Suri,53,66,50+ (Senior),Medium,0
63c5d391-5541-4594-8525-62425345ee2e,Amruta Boase,26,84,26-35 (Adult),Critical,9
f7dc4f41-3743-4dcc-a8c0-c41ca88f303f,Aayush Batta,34,61,26-35 (Adult),Medium,10
29f485fb-5091-4bf7-a39c-9ccf2e3aa84c,Hema Khosla,27,37,26-35 (Adult),Low,10
672e3639-8354-4b13-ba87-3348d33865ed,Vidhi Sangha,27,12,26-35 (Adult),Low,11
4aaf4375-d469-412f-99e0-73b25b5f069c,Oscar Lad,43,38,36-50 (Middle Age),Low,7
488aebf6-994f-42fa-b1ea-2516a886dc65,Varenya Dora,37,12,36-50 (Middle Age),Low,13
e57cd85d-889c-40f0-95ae-2ff66e7316a6,Zansi Acharya,23,89,18-25 (Young Adult),Critical,13
06608180-d80e-4f15-9e48-fe1a427739be,Meghana Luthra,39,29,36-50 (Middle Age),Low,10
82cd2d88-017a-4b9e-9ee9-13d660b2b72b,Ojasvi Keer,64,33,50+ (Senior),Low,12
874fea6c-2807-4a52-8efe-99eb223f8961,Saanvi Basu,65,66,50+ (Senior),Medium,13
9a96b382-2b94-4482-a485-1da20d14b2ac,Ranbir Barad,21,30,18-25 (Young Adult),Low,7
50cb4bc3-85bb-4910-b736-2009efeca112,Yashasvi Narain,46,60,36-50 (Middle Age),Medium,10
b3e2c600-8503-4f64-8fea-d7f76184ed0a,Abeer Srinivas,25,98,18-25 (Young Adult),Critical,10
35e30f30-3ad6-47d1-97b9-52bdf7fd12c2,Hiral Ranganathan,40,36,36-50 (Middle Age),Low,13
75453694-2ebc-45d8-b76e-b52e1d575438,Panini Behl,39,45,36-50 (Middle Age),Low,11
9ec0c2e5-ddea-4f6b-91ad-4226b658beea,Yauvani Aurora,48,48,36-50 (Middle Age),Low,10
d2182c2c-605f-480b-9d73-30650ba6f7a4,Chandani Gola,45,41,36-50 (Middle Age),Low,14
eb715320-d42f-4332-916c-66610c088a7d,Lakshit Vohra,65,21,50+ (Senior),Low,8
66ce7e63-51d1-4e1b-9804-d93a94708d25,Suhani Ram,49,71,36-50 (Middle Age),High,10
13b49a68-8af7-48a7-b20f-69db5adb2c3c,Nilima Mangal,31,6,26-35 (Adult),Low,12
aab11a63-4920-439a-bcf6-60dc0dc92e42,Leena Tiwari,33,38,26-35 (Adult),Low,10
aecffdae-792e-4d59-a04c-f7a452bac253,Qasim Rana,58,48,50+ (Senior),Low,14
47881f34-d877-415f-a202-3bc9de10792f,Onkar Guha,27,40,26-35 (Adult),Low,11
eaed88ae-319e-48d8-8c1a-7d66b264a8a5,Anya Palla,47,59,36-50 (Middle Age),Medium,13
7bc645ba-dfaa-403d-90cd-ba13e633edf8,Chaaya Guha,46,12,36-50 (Middle Age),Low,7
8e165b26-e41c-4128-bbf2-8fee2b21aab4,Chaman Badami,32,56,26-35 (Adult),Medium,12
08b7515f-cb41-47a3-a62e-17c9fd6069c8,Avni Konda,65,0,50+ (Senior),Low,8
a9b01496-5c9a-4c52-8c4c-5b08b1187bcd,Chanakya Raj,29,53,26-35 (Adult),Medium,16
8c744c48-160a-48a4-bb4f-4d18181bb5d2,Mugdha Choudhury,38,43,36-50 (Middle Age),Low,10
0b70e0fb-10a1-488a-9ee4-587a36cc05d0,Rachita Wadhwa,40,55,36-50 (Middle Age),Medium,9
25b6d463-2ae5-4a44-8a53-31d2e28d1397,Kamya Borra,26,38,26-35 (Adult),Low,10
c2c0b02f-50b3-43b1-98da-910407ff8b8b,Niharika Rege,41,6,36-50 (Middle Age),Low,4
338f2d14-6336-43e8-a802-8ad64b444126,Saksham Singhal,61,58,50+ (Senior),Medium,16
eef7ac24-eb6b-4298-8e3e-48163e3076bc,Imaran Sarma,62,40,50+ (Senior),Low,9
11a6d1a2-8f90-4bb7-9979-7dcfbb997bca,Lekha Murty,33,84,26-35 (Adult),Critical,6
f00eade1-271b-48c4-a85f-e837b2990c58,Bhavani Dugar,27,46,26-35 (Adult),Low,9
3b601064-4f3e-4042-96a8-6777e26e0ee3,Ojas Swaminathan,29,56,26-35 (Adult),Medium,10
488c1811-b35c-42e4-b932-3ccd5abbe2e6,Gavin Chandran,33,26,26-35 (Adult),Low,11
7bf65c22-709c-4672-ada9-7c9611330ebd,Nikita Varkey,33,19,26-35 (Adult),Low,9
0cd2f442-be6e-4d4a-8a9f-7a579ed578ed,Harshil Chand,43,57,36-50 (Middle Age),Medium,13
2b5c0e94-2088-492a-a4d6-b7b0755fb0ce,Farhan Peri,34,54,26-35 (Adult),Medium,15
09734fd5-3782-4f6d-854d-b8f76f9f4c31,Krish Wali,50,79,36-50 (Middle Age),High,13
ba3d0ec6-1854-4606-80af-2300f1b7a242,Baghyawati Bava,30,35,26-35 (Adult),Low,15
306b2e0c-3403-4dbd-a551-5d18763b2349,Wishi Prabhu,65,44,50+ (Senior),Low,7
8d43d7b2-bc32-4442-b937-62a4f51cbbe1,Gautami Dewan,42,74,36-50 (Middle Age),High,7
928d22b5-2323-41dd-9a13-7720a8425d3f,Eiravati Dash,40,64,36-50 (Middle Age),Medium,13
2dec2954-1a5e-4bfb-aece-f43dd2d26afa,Chaaya Desai,34,48,26-35 (Adult),Low,11
e69bb77f-e902-4623-aa72-420da731b371,Faris Chadha,63,63,50+ (Senior),Medium,14
6536ee15-7f79-46a3-b512-16d93ad5a098,Hemani Jha,21,48,18-25 (Young Adult),Low,15
f17101c0-7645-48ee-a710-549352a92075,Ishita Kurian,45,76,36-50 (Middle Age),High,7
95b2f69c-f661-43ae-bf61-5b5a14dfcc6a,Om Khurana,24,47,18-25 (Young Adult),Low,9
8a5b87e3-24cb-4d6a-94bf-5823bb3bf273,Saanvi Garde,48,51,36-50 (Middle Age),Medium,8
036e79b8-00d7-4f0c-94ac-f97b82ddda1d,Elijah Yadav,33,35,26-35 (Adult),Low,12
385d4e1b-2732-4d80-99af-38d62a0a7ebd,Hredhaan Thakkar,44,58,36-50 (Middle Age),Medium,10
3b5767f7-e7b3-49f8-9bff-ffdc3b0f189b,Kala Kumer,24,59,18-25 (Young Adult),Medium,16
f1c9bc03-a68a-4210-8560-5dd2eaf73e09,Ayushman Parsa,20,43,18-25 (Young Adult),Low,10
d316b590-1d31-4413-a31a-4f29b8d4cdfc,Vivaan Narasimhan,33,57,26-35 (Adult),Medium,16
2c773f7e-a7f2-4950-92c8-0cbb67ded69a,Riya Rastogi,42,33,36-50 (Middle Age),Low,16
51d5e4e9-c545-4ca5-8479-51c2c2e35b1b,Jyoti Acharya,34,70,26-35 (Adult),Medium,8
50adb960-aec2-4399-aafd-2a7193c2c695,Falguni Thaman,65,42,50+ (Senior),Low,12
eeaf7c4c-08ad-475d-a67e-520012338dc9,Tanmayi Kanda,31,47,26-35 (Adult),Low,8
15b32897-f946-41f8-b7b1-4e4f88aa33c0,Ekta Biswas,51,51,50+ (Senior),Medium,14
c30f25f5-373d-48d3-b29f-1710a952c88c,Madhavi Sagar,30,51,26-35 (Adult),Medium,7
faadc084-ddec-4249-82df-f6c9a4706af1,Jyoti Nagy,32,36,26-35 (Adult),Low,14
35899c02-948b-455a-ac6a-a79ddd293e06,Wyatt Kala,57,15,50+ (Senior),Low,10
85b28e74-2ec5-4dfd-9802-47a4103c7477,Indrajit Shukla,65,15,50+ (Senior),Low,15
b47e0bef-bf33-4a71-a2e4-612ac3e08aac,Raksha Ratti,43,59,36-50 (Middle Age),Medium,11
a91e84bf-32f5-4148-8102-0bfa1eceff68,Jagat Badal,34,37,26-35 (Adult),Low,12
82f18cbd-6561-422e-8f02-375119293d13,Ijaya Krishnan,39,58,36-50 (Middle Age),Medium,8
ecc0735e-8a86-47f0-b01b-49ed3cd0a928,Prisha Gola,46,62,36-50 (Middle Age),Medium,10
9ea6e7d1-a0c9-456c-a1d7-031f3a944780,Yashoda Gara,30,47,26-35 (Adult),Low,13
8bb2d9d4-c284-4ef3-83ee-1a250fc1bb62,Samarth Sachdev,27,63,26-35 (Adult),Medium,14
1fdc19ef-77c3-4063-b92a-1b30a3309c9b,Inaya Sant,28,0,26-35 (Adult),Low,11
31f985e3-6333-4888-b6fe-4a6f6d2346b1,Patrick Modi,32,63,26-35 (Adult),Medium,11
fb319d3b-16ff-4354-834e-ea0623a023a5,Utkarsh Gaba,19,76,18-25 (Young Adult),High,11
488ced3d-301b-4fa0-9267-6db56c882e5c,Ishaan Pandit,43,46,36-50 (Middle Age),Low,6
3e6b0486-b037-4a05-8963-542fabf64e75,Tristan Goyal,35,26,26-35 (Adult),Low,13
be17e2e3-df43-4ce3-8aff-e0f74cc110fe,Charan Rattan,21,81,18-25 (Young Adult),High,6
6965cf7d-fef6-46df-b0b3-d07caf12d4d6,Yoshita Sabharwal,27,23,26-35 (Adult),Low,9
190198b5-2589-4967-8e18-5b26627bed22,Caleb Dewan,52,43,50+ (Senior),Low,10
18bd01c9-0589-4016-9c5d-01e1270f557a,Tanveer Nayak,49,20,36-50 (Middle Age),Low,12
d175c9d4-8e8d-4a74-9db1-5ce22b392f3d,Daniel Golla,31,60,26-35 (Adult),Medium,7
8596b648-c361-4f9d-8092-16e587fdc163,Hiral Guha,57,27,50+ (Senior),Low,14
a87cdb9a-d879-4f0d-a038-d801e94d5711,Garima Jhaveri,33,78,26-35 (Adult),High,3
934251ba-2c74-47b6-8699-932cfb46a028,Yatan Jain,25,67,18-25 (Young Adult),Medium,13
c9ab6877-751b-4eec-bcec-485aa504c31c,Rachana Thaman,65,44,50+ (Senior),Low,12
2937ea78-764d-4b19-b002-4baadf79ec8d,Yadavi Kibe,20,19,18-25 (Young Adult),Low,12
f4d9e5a8-b7d6-487a-acaf-15b4939b3c04,Girish Lala,20,72,18-25 (Young Adult),High,12
3893eb2b-1fea-4d50-be22-bd82c95fcf57,Eiravati Chaudhari,41,53,36-50 (Middle Age),Medium,13
cc5f7c43-ebdf-4180-b836-31497d4e6cb5,Ubika Parsa,45,79,36-50 (Middle Age),High,6
7fa0bbe9-126f-4282-90b0-b07d6abd4df7,Dipta Chanda,42,30,36-50 (Middle Age),Low,11
868de7f1-52fb-4fab-bec9-b0160fcf1020,Avi Sharaf,29,61,26-35 (Adult),Medium,15
d7d02261-bd2d-4448-b658-1b379eae22e9,Nathan Bhandari,32,68,26-35 (Adult),Medium,9
59b33475-83d9-465d-a0cf-bb7862efe705,Rayaan Ranganathan,45,68,36-50 (Middle Age),Medium,9
67d2fafe-711b-41d0-94eb-3943a3bba275,Gaurav Amble,65,64,50+ (Senior),Medium,12
282e595c-67ea-484c-9a43-9d25efcb137e,Kalpit Kalita,65,68,50+ (Senior),Medium,11
b1b69443-4d25-4b5f-8eae-c170d5c7cde6,Azad Ben,28,28,26-35 (Adult),Low,15
a70691a5-2c84-4510-afa4-8ab34046a682,Vrishti Boase,52,33,50+ (Senior),Low,16
e5761573-aa1e-4109-8f16-a04ea52d48b7,Gaurangi Nayak,51,55,50+ (Senior),Medium,9
0abb0565-5ab5-4ab8-94bb-07b1f2f82059,Gaurika Khosla,26,44,26-35 (Adult),Low,12
2cd9e6bc-8acc-4941-9b0f-c4b5e159f3ff,Sneha Deshpande,32,9,26-35 (Adult),Low,14
a31222e2-d028-44df-9eb9-5e1b176195a6,Arya Sama,35,43,26-35 (Adult),Low,8
244cc8e0-c8fc-407d-a71a-0014ccdb8e66,Anita Kala,25,88,18-25 (Young Adult),Critical,7
28fb4e75-c543-42de-b714-0119468ae68d,Unni Sant,30,32,26-35 (Adult),Low,4
1569471d-acf7-4921-8880-db48e7242eea,Akshay Srivastava,41,68,36-50 (Middle Age),Medium,7
03a35c40-1a2e-4822-a9ef-e0bb4055123f,Warhi Das,28,50,26-35 (Adult),Medium,10
b449d8d5-faf7-4247-9012-22e8ba0bf499,Chatresh Date,21,71,18-25 (Young Adult),High,12
1e8e58f7-fbb8-4541-a5e2-46bdece690ba,Qabil Saxena,25,44,18-25 (Young Adult),Low,16
58775c85-957d-451c-a0c8-bde022208445,Ojas Sawhney,41,12,36-50 (Middle Age),Low,12
2624cd1e-9aeb-4582-96e2-343af2220828,Janaki Gera,39,53,36-50 (Middle Age),Medium,11
a2d13b3b-2793-4a45-be84-9a72cd790969,Zashil Sahni,44,52,36-50 (Middle Age),Medium,10
d0003c8f-d707-4a9b-835d-5fd5d0326d42,Ishaan Bera,49,27,36-50 (Middle Age),Low,11
9c880b21-8feb-4a7e-931a-e15ba195d321,Victor Madan,34,50,26-35 (Adult),Medium,17
5fbf1f9f-080d-4ac5-8a88-c6b35048d352,Chakradhar Sabharwal,62,25,50+ (Senior),Low,14
a7920839-87bb-4b54-a700-2daf5f0cbb48,Ekaja Kashyap,27,42,26-35 (Adult),Low,14
c64a64c0-25b6-4334-b5f5-3a394bf3d2a6,Yashoda Sawhney,28,55,26-35 (Adult),Medium,12
98788913-f19f-412e-b454-58bd866d8c80,Kavya Apte,54,64,50+ (Senior),Medium,10
44cb7d5d-d6a1-43a9-ac0a-4dd7f4203c80,Anusha Pillay,23,34,18-25 (Young Adult),Low,10
378aef37-7963-4b82-b35f-d939f24e82b5,Triya Contractor,62,52,50+ (Senior),Medium,12
7586822c-a351-47a7-8072-25eaf0a41e1f,Maanas Varughese,48,100,36-50 (Middle Age),Critical,9
3685e9ef-10a8-4577-ae7b-3c1d6e810a50,Yashica Kala,19,67,18-25 (Young Adult),Medium,8
c33b3c14-75d6-48f0-8c02-9055d88bf1d6,Chaman Khosla,23,38,18-25 (Young Adult),Low,8
02779a8f-20b7-4082-84f1-61b9f3ca8b8d,Benjamin Mander,29,44,26-35 (Adult),Low,16
c5df6c73-ec27-4963-b9d5-8b1260d1c538,Qabil Chahal,37,55,36-50 (Middle Age),Medium,16
241bb784-fe40-4bbf-a260-c6d514a6a6fc,Hemang Sama,65,56,50+ (Senior),Medium,15
13eb7e2e-0a90-41c6-a875-82bcd744c015,Hiral Pai,27,17,26-35 (Adult),Low,7
e439f63d-9845-4e92-8346-5ecd1d1646dd,Yashasvi Dugar,24,72,18-25 (Young Adult),High,8
228dada6-616f-4ce0-865e-a1c3ba6919ec,Nirja Upadhyay,26,56,26-35 (Adult),Medium,11
69213b30-2ea0-4c3e-9029-36a41b4554a3,Yashawini Garde,60,71,50+ (Senior),High,6
99b8536b-fb5e-465a-a6e1-eb3236eb0099,Zehaan Chaudhry,37,71,36-50 (Middle Age),High,11
069e50e9-0b1e-4df2-9c9f-7ef9c2c02552,Zilmil Borde,24,58,18-25 (Young Adult),Medium,13
52ecd8e5-d79c-416a-bc30-f61c977d2ca7,Jagat Dar,31,15,26-35 (Adult),Low,9
fb7ac288-5f0e-49b9-b690-07b957232713,Qarin Pillai,32,58,26-35 (Adult),Medium,6
ee9e57ef-d1d4-4a95-a2db-85cd0c4bd715,Patrick Choudhury,65,37,50+ (Senior),Low,14
a7098c85-8e01-4f23-a631-ef892501cf3c,Atharv Varughese,41,31,36-50 (Middle Age),Low,9
701a97b9-0ff1-49d8-81cb-0e2978f82773,Ati Magar,50,24,36-50 (Middle Age),Low,10
acffc6ae-e45e-4841-80e2-64e5cc0a1279,Maanav Gill,37,38,36-50 (Middle Age),Low,7
f3d1d8d4-0e9b-4560-b29b-a3599f9a869e,Yatan Gola,27,28,26-35 (Adult),Low,8
42418d11-0019-4ca4-a671-84c1c6286f1a,Lekha Suri,65,61,50+ (Senior),Medium,6
8f054e15-9601-4107-bc5f-3cf9eb4970a2,Tanmayi Tripathi,30,93,26-35 (Adult),Critical,11
